Price,Close,High,Low,Open,Volume
Ticker,CVX,CVX,CVX,CVX,CVX
Date,,,,,
2003-07-03,15.703431129455566,15.82787087522933,15.631386627793184,15.82787087522933,3432400
2003-07-07,16.00252342224121,16.030903831600526,15.751460317366632,15.773291529613394,6024800
2003-07-08,16.03964614868164,16.06366099605966,15.871542217035506,15.94795400357414,4588400
2003-07-09,15.8933687210083,16.039639703083367,15.85188824391252,16.03090688339925,4188400
2003-07-10,15.73399829864502,15.893369349354531,15.613924105260107,15.893369349354531,5520800
2003-07-11,15.937029838562012,15.945762657525425,15.727447180284848,15.788575247413824,3591600
2003-07-14,15.76019287109375,16.035269138896492,15.731810796595664,15.980690276387499,4050600
2003-07-15,15.578995704650879,15.771112763421115,15.535333266717037,15.762379942711298,5802200
2003-07-16,15.600822448730469,15.664134131505097,15.530961568705838,15.58335681232062,5281400
2003-07-17,15.609559059143066,15.696885596792775,15.478570085476088,15.600826238816579,6226600
2003-07-18,15.880263328552246,15.917378216156088,15.620469109012276,15.696879173582856,6720200
2003-07-21,15.740551948547363,15.893373843855262,15.655409011202277,15.871540954800146,5458000
2003-07-22,15.838791847229004,15.92611672386696,15.679420782695749,15.867172265574814,5574000
2003-07-23,15.723084449768066,15.910835947319844,15.62047754513825,15.849707862650035,3897800
2003-07-24,15.675049781799316,15.891181608246118,15.631385692972142,15.773291066834767,4788800
2003-07-25,15.878087997436523,15.89337001672584,15.611742805009724,15.653221619872049,4641400
2003-07-28,15.845344543457031,15.932671104983074,15.740552336502658,15.849710122006304,4955200
2003-07-29,15.675049781799316,15.814771534816913,15.609554481365894,15.773291066834767,4335200
2003-07-30,15.675049781799316,15.78420750544523,15.613920057441272,15.740543416618058,3954000
2003-07-31,15.742735862731934,15.991615478915637,15.620479676709232,15.827878801657116,4655400
2003-08-01,15.51131534576416,15.816955681834168,15.506948103468925,15.782026071546841,5718800
2003-08-04,15.42835807800293,15.565897927652916,15.293003515636668,15.50258622419131,6778200
2003-08-05,15.456738471984863,15.587727442300302,15.362862737896025,15.445822030452273,5414000
2003-08-06,15.474206924438477,15.605197598274588,15.391247607875801,15.445826500102312,6050600
2003-08-07,15.775483131408691,15.821329200005037,15.445826163179083,15.485123031349604,4744000
2003-08-08,15.8933687210083,15.92393275709518,15.70998283887199,15.884635901324188,4419000
2003-08-11,15.980697631835938,16.105137429007858,15.915203966049143,15.94576800987274,4209200
2003-08-12,16.135698318481445,16.148796714603034,15.92829760807151,16.013440514091755,5305600
2003-08-13,15.989431381225586,16.218663388815038,15.943585312830809,16.20993056641381,4291000
2003-08-14,16.207738876342773,16.209922497259985,15.989423421834221,16.09421557286881,5972400
2003-08-15,16.05561065673828,16.13939379292446,16.011514623409944,16.106322609006128,3850400
2003-08-18,16.002695083618164,16.117345779589023,15.985055997420847,16.106322612332587,4823000
2003-08-19,15.896864891052246,16.046793784339723,15.797647958472705,16.0026977436724,5252600
2003-08-20,16.007099151611328,16.048991548065334,15.850556094013907,15.896857419600018,4069200
2003-08-21,16.046789169311523,16.12836867145569,15.943161653174664,16.02253584927287,4073000
2003-08-22,15.832915306091309,16.095291138278927,15.773385517371969,16.095291138278927,3748800
2003-08-25,15.95197868347168,15.99166577527182,15.83071378452791,15.874809805570122,3327800
2003-08-26,15.918904304504395,15.99607485718256,15.764566563458496,15.918904304504395,4544600
2003-08-27,15.93875503540039,16.029152410530653,15.907887474901678,15.907887474901678,3284400
2003-08-28,16.13277816772461,16.14159771006242,15.848354235414098,15.951981755188745,5356600
2003-08-29,16.06662940979004,16.185690673186684,16.029145945312333,16.132773434684704,3713000
2003-09-02,16.25183868408203,16.265067155874398,15.991668085179878,16.090886670089493,7746200
2003-09-03,16.302555084228516,16.439253815850975,16.240819956120813,16.293735539905118,5783000
2003-09-04,16.24964141845703,16.348860052460452,16.209954301286952,16.302558696121437,4810600
2003-09-05,16.099706649780273,16.236407044205404,15.96741686797045,16.216564333904056,6334000
2003-09-08,16.320192337036133,16.320192337036133,16.09089091541139,16.095299846453532,5088400
2003-09-09,16.187904357910156,16.313579933692928,16.123963916595233,16.313579933692928,4188400
2003-09-10,16.093090057373047,16.28270600033574,16.02253540525825,16.238609973572338,7344000
2003-09-11,16.205541610717773,16.293735370880782,16.14821541428841,16.22758963021951,4241200
2003-09-12,16.084272384643555,16.207744301809058,15.963007455874957,16.161442963680415,5623400
2003-09-15,16.040176391601562,16.128370137745996,15.93654886604354,15.998283983697904,3976600
2003-09-16,16.095298767089844,16.139394803178394,15.974032144612403,16.079864986243255,3945600
2003-09-17,15.934345245361328,16.117346993592022,15.934345245361328,16.09970790606608,5089800
2003-09-18,15.929936408996582,15.97403244591688,15.881429759090667,15.93434533982622,5190200
2003-09-19,15.954192161560059,16.01151836400406,15.863793085315434,15.929938832916683,4094000
2003-09-22,15.918904304504395,15.954182463689296,15.768975492279,15.874808287678485,4282600
2003-09-23,15.989459991455078,16.051196774085643,15.879218259990632,15.951978206474445,3701000
2003-09-24,15.9475736618042,16.225381690320074,15.934343506525499,16.099706149185046,5154400
2003-09-25,15.821893692016602,16.06883409268824,15.821893692016603,15.9630029730162,4382800
2003-09-26,15.76015853881836,15.854966494373013,15.724880377609507,15.775592313808405,5081800
2003-09-29,15.808670043945312,15.896863801390783,15.68519979281526,15.7778024811628,4338200
2003-09-30,15.753548622131348,15.830719208629347,15.588185963331552,15.764573472247049,4992200
2003-10-01,16.123960494995117,16.13057641413238,15.780006714716823,15.786620951698191,5577000
2003-10-02,16.05120086669922,16.128369761969207,15.907886242823096,16.029151169060004,4880600
2003-10-03,16.11293601989746,16.262864880547163,16.07324891907384,16.183490678899922,5109400
2003-10-06,16.24964141845703,16.291533842735575,16.161449319995928,16.24964141845703,3197000
2003-10-07,16.311372756958008,16.333420774158636,16.106323000895983,16.17246705249787,4397000
2003-10-08,16.174665451049805,16.35325650090555,16.150412137840362,16.34884757221073,3736600
2003-10-09,16.212148666381836,16.329004631914383,16.12836555652867,16.19892019697221,5623600
2003-10-10,16.271682739257812,16.348851626718815,16.21876548886548,16.2231761008093,3767200
2003-10-13,16.415000915527344,16.51862846132166,16.315783983087236,16.348856854619314,3576600
2003-10-14,16.5340633392334,16.53626864605662,16.3201939955994,16.417207309946264,4280200
2003-10-15,16.315780639648438,16.53626416180585,16.271684608079266,16.53626416180585,5587200
2003-10-16,16.366491317749023,16.478936694156925,16.322393607451726,16.326804219559282,4157600
2003-10-17,16.256248474121094,16.45247864584508,16.209945460877876,16.43704486881585,3698400
2003-10-20,16.384132385253906,16.399566166771972,16.185698532066205,16.227589263526085,4055000
2003-10-21,16.375308990478516,16.459093798007874,16.284911629174708,16.386333838465735,5703000
2003-10-22,16.20333480834961,16.37531169960602,16.150419229999002,16.37531169960602,4113200
2003-10-23,16.273883819580078,16.30916198099457,16.055605662832708,16.20332917890642,5432800
2003-10-24,16.121749877929688,16.227580988038902,15.998278006595383,16.20553298027908,4448400
2003-10-27,16.057815551757812,16.168057314410845,16.000489364174612,16.121755975955267,3825800
2003-10-28,16.1812801361084,16.20112452117604,16.060013566681732,16.084266880567068,4341600
2003-10-29,16.11734390258789,16.22758565524876,16.0908869585289,16.179079014933073,5584000
2003-10-30,15.821893692016602,16.095292713683907,15.654325790021336,15.744724816806716,10220200
2003-10-31,16.381929397583008,16.531858287652696,16.064432528692823,16.095300092928692,10454800
2003-11-03,16.300342559814453,16.536259798993886,16.282703478978245,16.437042913062054,8630400
2003-11-04,16.295928955078125,16.357664038136573,16.194505110447988,16.267265036404666,5056600
2003-11-05,16.24302864074707,16.326813496842657,16.18349880071401,16.295945923172685,3871000
2003-11-06,16.348848342895508,16.384124820582525,16.130570195876054,16.220967536700172,3762400
2003-11-07,16.437040328979492,16.507594959077025,16.348846620818808,16.4811363419823,3685000
2003-11-10,16.273883819580078,16.474524577775526,16.260655350127305,16.443657027615508,3618200
2003-11-11,16.348848342895508,16.38192119720882,16.22537646560283,16.27388309430832,2362000
2003-11-12,16.472326278686523,16.531857780856495,16.348856025528118,16.348856025528118,3702400
2003-11-13,16.70162582397461,16.723673838466212,16.483347620843084,16.492167163070864,6320400
2003-11-14,16.534652709960938,16.686040476178086,16.47677040120455,16.585858119963838,7216200
2003-11-17,16.385488510131836,16.534649481961516,16.312020557371344,16.534649481961516,4356200
2003-11-18,16.41888427734375,16.49235223497627,16.358775211068785,16.430016403721044,5721000
2003-11-19,16.519067764282227,16.572499936363617,16.28530838089163,16.28530838089163,4635200
2003-11-20,16.474546432495117,16.641518186878514,15.837827339897803,16.022609822394646,4330000
2003-11-21,16.35877799987793,16.5858588093805,16.34096727404753,16.490128281197467,4276200
2003-11-24,16.4789981842041,16.594766217847546,16.43002122991981,16.452283790689854,4727600
2003-11-25,16.601436614990234,16.65486707414819,16.450048898606305,16.481216807992084,4382800
2003-11-26,16.752826690673828,16.80403209103239,16.625928270725296,16.630380101897213,5423600
2003-11-28,16.719440460205078,16.801813815961168,16.70385649544309,16.801813815961168,1973000
2003-12-01,16.853017807006836,17.057837816610956,16.752835417475044,17.057837816610956,6428800
2003-12-02,16.839649200439453,17.017752992871877,16.8262920104903,16.830743840965468,5209600
2003-12-03,16.94207000732422,17.160247219065266,16.93539140772931,16.94207000732422,5232800
2003-12-04,17.280460357666016,17.331664066910232,16.94429015498884,16.94429015498884,5345200
2003-12-05,17.365066528320312,17.398461226733605,17.262657365437825,17.276014565393172,5863400
2003-12-08,17.500858306884766,17.50976366688164,17.30049195326445,17.362827774718827,7362400
2003-12-09,17.56097984313965,17.772478471685123,17.549849409126697,17.6656157743061,5398600
2003-12-10,17.51643943786621,17.59435920212026,17.474139409332526,17.587680607830407,6390600
2003-12-11,17.698999404907227,17.750204804624136,17.509765159779665,17.554290265036542,5451600
2003-12-12,17.865976333618164,17.910501451924592,17.665609904190468,17.7813779294262,4521600
2003-12-15,17.57655906677246,17.977291950655065,17.57655906677246,17.868204215024328,6465200
2003-12-16,17.966161727905273,18.019593917110146,17.612182391677525,17.612182391677525,5588800
2003-12-17,18.21105194091797,18.297877110561547,18.021815941850512,18.07747318898226,5529600
2003-12-18,18.600648880004883,18.72977237615648,18.36911457530086,18.422545046071313,8533000
2003-12-19,18.538312911987305,18.629591601667393,18.513825288818012,18.62291300457357,8155400
2003-12-22,18.556129455566406,18.57616695165558,18.418100542945343,18.527188292909507,4186400
2003-12-23,18.51828384399414,18.611787634303735,18.45149445175883,18.55613037361591,3513600
2003-12-24,18.556129455566406,18.754269157930278,18.509377562724623,18.518282927817065,2069600
2003-12-26,18.667436599731445,18.756488516964872,18.660758003180646,18.667436599731445,1484400
2003-12-29,19.03478240966797,19.0681771044776,18.511604519399587,18.767628248240417,5595800
2003-12-30,19.159446716308594,19.308609402307628,19.019191090574186,19.023642922182418,5159400
2003-12-31,19.232912063598633,19.36648907450954,19.154992282110925,19.24626925513257,5382200
2004-01-02,19.121601104736328,19.357587257157547,19.03922777864394,19.25295307344991,4864400
2004-01-05,19.491165161132812,19.511200951247933,19.246271958454084,19.268536212169668,4926400
2004-01-06,19.38430404663086,19.43105592577637,19.190616234292982,19.284121691108226,7413600
2004-01-07,19.137187957763672,19.337554390365575,19.02587346170977,19.335327624857662,8500200
2004-01-08,19.157222747802734,19.157222747802734,18.943497450827696,19.034776140007054,6397400
2004-01-09,18.950172424316406,19.123822693130872,18.77429539093353,19.123822693130872,8581800
2004-01-12,18.856670379638672,19.07262072138217,18.818823867803463,18.994700932743793,6554200
2004-01-13,18.856670379638672,18.952400890972676,18.767620163208534,18.890065060061975,5363400
2004-01-14,19.05703353881836,19.112690763930868,18.772068818006108,18.856667188708585,4140000
2004-01-15,18.796567916870117,19.123832842642415,18.79434115111991,19.119379311141994,6490400
2004-01-16,18.861122131347656,18.907874000122913,18.69860227448942,18.798786306313982,6196000
2004-01-20,19.152769088745117,19.210653093725494,18.927913364360094,18.934593659896578,4270200
2004-01-21,19.319738388061523,19.39765817431823,19.177256007899555,19.190613200251004,5420800
2004-01-22,19.402116775512695,19.580218948006163,19.3019327111185,19.497847308943026,6254600
2004-01-23,19.346460342407227,19.448869478069252,19.288576327111485,19.406569424754156,4802400
2004-01-26,19.502296447753906,19.506749978102654,19.228463779651474,19.335324728683197,5293800
2004-01-27,19.524560928344727,19.70711662458116,19.48003581161363,19.50452513537303,5513600
2004-01-28,19.308609008789062,19.629193532294632,19.23736781484071,19.524557657130853,5539000
2004-01-29,19.437734603881836,19.546824020866133,19.212880569702296,19.402114852323624,5505600
2004-01-30,19.224008560180664,19.4377321379894,19.10156366273529,19.4377321379894,5792200
2004-02-02,19.188386917114258,19.297474610956254,19.054808207974357,19.21732806488185,5396600
2004-02-03,19.11269760131836,19.23514421977949,19.083756445374966,19.14609228803724,3890600
2004-02-04,18.956863403320312,19.07930835819237,18.914563341505975,19.07930835819237,4416000
2004-02-05,18.930133819580078,18.994696400052206,18.760935391395314,18.99024456970264,3663000
2004-02-06,19.016969680786133,19.068175100582963,18.861130052751534,18.89007121266523,5917200
2004-02-09,19.09711265563965,19.152769897792258,18.992476768628862,19.030324984171056,3973000
2004-02-10,19.26630973815918,19.34200276665862,18.974666354139167,19.052586147748624,4509200
2004-02-11,19.495616912841797,19.59134742844448,19.230687921133992,19.27298796479129,5651600
2004-02-12,19.462217330932617,19.551269227437064,19.402108277443215,19.493385239930628,3955400
2004-02-13,19.424053192138672,19.578961243971733,19.390379018111272,19.572226409166255,4212800
2004-02-17,19.603666305541992,19.653057401883597,19.561010047278316,19.587951112417624,3986000
2004-02-18,19.446514129638672,19.62162676877209,19.408347192964605,19.62162676877209,3480600
2004-02-19,19.437528610229492,19.635091227791136,19.421813421478305,19.543045611627647,3801200
2004-02-20,19.444265365600586,19.61039762205727,19.316298326616998,19.565497567715664,4234000
2004-02-23,19.832660675048828,19.87756245324852,19.498150563392713,19.498150563392713,6272600
2004-02-24,19.796730041503906,19.978577432593294,19.73835861846744,19.83489524729335,5530200
2004-02-25,19.72041130065918,19.84388906533895,19.67775674699265,19.798988994270626,3647600
2004-02-26,19.781017303466797,19.823673546289662,19.626109232438047,19.722645873208187,4201400
2004-02-27,19.83490562438965,19.95838336986961,19.80347523696341,19.823681464781792,4430400
2004-03-01,20.265947341918945,20.335544650538928,19.924702486775335,19.924702486775335,6581400
2004-03-02,20.04369354248047,20.21431686370039,19.992058641697497,20.153699894991128,5277000
2004-03-03,20.167158126831055,20.203077810963915,19.933674185074768,20.045925981332992,4035400
2004-03-04,20.05491828918457,20.169413956405883,20.025731708544722,20.16717015237782,2974800
2004-03-05,20.25472640991211,20.295137149057606,20.014507491888192,20.023487846456913,4360600
2004-03-08,20.36248016357422,20.5241230639889,20.265943526539168,20.283904229435667,5735400
2004-03-09,20.207571029663086,20.362477360547544,20.187364813479316,20.362477360547544,5343400
2004-03-10,19.92020606994629,20.317576706022578,19.877549835939625,20.209814219573445,6830000
2004-03-11,19.516109466552734,19.926951706670945,19.48018804732101,19.85735438511637,6864400
2004-03-12,19.857358932495117,19.857358932495117,19.464477312022016,19.56101400727995,4950800
2004-03-15,19.68000602722168,19.98532965195457,19.66653463306311,19.85736254083176,5594800
2004-03-16,19.684476852416992,19.803463493230936,19.583450911717847,19.756317940049563,3775800
2004-03-17,19.962867736816406,20.06838474534369,19.763059589411338,19.774285459060838,3594800
2004-03-18,20.149202346801758,20.194102391134624,19.8169361951271,19.8169361951271,4939000
2004-03-19,19.801218032836914,20.149199319020287,19.801218032836914,20.099808249979898,4519800
2004-03-22,19.59916877746582,19.801220686506745,19.545286669749824,19.610392931953164,4345400
2004-03-23,19.637340545654297,19.77653175501685,19.444267210576456,19.700201312828025,5199400
2004-03-24,19.28037452697754,19.666521112708768,19.1995530689023,19.646316604603495,5385800
2004-03-25,19.010967254638672,19.347722696055634,18.945860997092183,19.32976199476831,7418200
2004-03-26,19.15913963317871,19.307312856325996,18.934635995314455,19.02668330899568,7657200
2004-03-29,19.168123245239258,19.31629649359475,19.123223195158445,19.22874019695818,5664200
2004-03-30,19.549781799316406,19.569986309324488,19.17261553038715,19.224250420070405,6641400
2004-03-31,19.706945419311523,19.810216972930796,19.388150399943996,19.574488985156886,7320200
2004-04-01,19.74734878540039,19.969607008639837,19.733879109091212,19.745103268406325,9258800
2004-04-02,19.76305389404297,19.91122710914474,19.733869039322954,19.846120852160027,5817800
2004-04-05,19.99429702758789,20.01450324929115,19.776528185733824,19.78999957114504,4525400
2004-04-06,19.99205207824707,20.124508418604844,19.92245477728812,19.994295881664396,3974800
2004-04-07,20.149202346801758,20.20083893932876,19.956129073082018,20.01898982027879,5356600
2004-04-08,20.191862106323242,20.335544328617278,20.11777547872023,20.20533177940481,6016600
2004-04-12,20.535362243652344,20.647614140282933,20.216567268300196,20.216567268300196,5520600
2004-04-13,20.375953674316406,20.6767877715174,20.375953674316406,20.542085911385207,11384200
2004-04-14,20.429828643798828,20.57575633381986,20.27492060377979,20.2839009537778,6705200
2004-04-15,20.54208755493164,20.663319752598373,20.362483918500804,20.438816063473435,5003400
2004-04-16,20.59372901916504,20.721696083665634,20.4522905654139,20.721696083665634,5050400
2004-04-19,20.62515640258789,20.755367252312503,20.562293925170557,20.593726020292912,4925000
2004-04-20,20.209827423095703,20.591484837156017,20.209827423095703,20.45229189139363,6162000
2004-04-21,20.176145553588867,20.263701848357723,20.005522283832622,20.18288038967461,6093600
2004-04-22,20.60944175720215,20.6206659152748,20.113287038919715,20.11553255566521,5308800
2004-04-23,20.584741592407227,20.611680935998518,20.411872811170287,20.611680935998518,5360800
2004-04-26,20.710464477539062,20.856392212087155,20.643112688416206,20.643112688416206,5662200
2004-04-27,20.854148864746094,21.139269527150958,20.721692501942012,20.721692501942012,6423800
2004-04-28,20.595962524414062,20.93496348510484,20.575758019882873,20.890063444262132,5644400
2004-04-29,20.283903121948242,20.649845143969873,20.158181634190864,20.56453266628296,6123200
2004-04-30,20.54208755493164,20.786795753920757,20.506166142514587,20.51963752858459,7968400
2004-05-03,20.921491622924805,21.024763076301994,20.519629962037097,20.5667755138293,6451600
2004-05-04,20.89680290222168,21.168452148920103,20.865372524112914,20.95741814205226,6945600
2004-05-05,21.19091033935547,21.249281798117288,20.771087680245312,20.811498426645368,7227000
2004-05-06,20.99557876586914,21.21110375838694,20.838426909686127,21.148241303086966,5419600
2004-05-07,20.57576560974121,20.94619707822966,20.5667852556947,20.85190421715499,5225600
2004-05-10,20.018993377685547,20.373709614560276,19.760813794825403,20.31758369275708,8857600
2004-05-11,20.420854568481445,20.42983492123883,20.018992774931004,20.018992774931004,6580200
2004-05-12,20.616178512573242,20.67005892968585,20.346773001355043,20.362488194380703,8284200
2004-05-13,20.62515640258789,20.802514538582344,20.53535457624765,20.551069767395138,7424600
2004-05-14,20.80925178527832,20.96864923189559,20.643117787822938,20.643117787822938,7829200
2004-05-17,20.716474533081055,20.965388674161687,20.62595982911781,20.829617481429015,6860600
2004-05-18,20.40872573852539,20.71647469860469,20.28879448854621,20.71647469860469,6067800
2004-05-19,20.345367431640625,20.587493291458784,20.25485272042109,20.46303534772886,7408800
2004-05-20,20.25257682800293,20.46981096446209,20.25257682800293,20.32498820682265,4789800
2004-05-21,20.2774715423584,20.46528917872356,20.173380277082504,20.365722870014565,6480000
2004-05-24,20.40418815612793,20.45397130343812,20.094177745661963,20.343091755789448,7448200
2004-05-25,20.74362564086914,20.849980277803343,20.592014519735972,20.614642761835455,7524800
2004-05-26,20.58748435974121,20.8182951331123,20.580694335045315,20.74362039927139,7352200
2004-05-27,20.413249969482422,20.621432574346002,20.370255097842907,20.598804330586802,6381600
2004-05-28,20.456247329711914,20.542235357027423,20.309161137746944,20.365732617239274,4662000
2004-06-01,20.659900665283203,20.759465274325425,20.549019345723185,20.549019345723185,7680200
2004-06-02,20.675739288330078,20.793407173846806,20.6712126044117,20.750412308742582,7268000
2004-06-03,20.57842445373535,20.7571903842623,20.499223068578328,20.684779021073684,5605000
2004-06-04,20.41098403930664,20.603328402933684,20.35441257386907,20.571648520402572,5209600
